student_id,sleep_hours,stress_level,mental_health_rating,exercise_frequency,social_activity,exam_score,health_score,health_category
23195,7.0,6.5,9.5,7,3,100,0.67,High
23196,6.6,7.1,5.2,3,4,74,0.39,Medium
23197,5.7,5.6,9.8,2,3,100,0.55,Medium
23198,6.7,3.3,10.0,6,0,98,0.73,High
23199,6.8,4.5,8.7,0,0,85,0.5,Medium
23200,9.6,4.6,7.6,1,0,97,0.57,Medium
23201,7.9,3.8,9.3,5,1,75,0.71,High
23202,7.9,4.1,8.1,1,5,98,0.59,Medium
23203,4.5,4.2,6.4,3,0,93,0.42,Medium
23204,6.5,3.3,6.5,2,0,96,0.48,Medium
23205,6.1,6.4,5.5,2,4,80,0.38,Medium
23206,9.0,3.0,8.4,0,4,91,0.63,Medium
23207,7.2,7.8,3.1,7,5,83,0.41,Medium
23208,6.3,3.6,7.2,0,3,70,0.47,Medium
23209,8.0,2.5,7.5,6,2,95,0.71,High
23210,8.8,5.4,5.2,5,2,100,0.54,Medium
23211,8.7,6.2,5.5,1,5,72,0.45,Medium
23212,4.3,6.4,5.1,7,5,73,0.43,Medium
23213,6.5,4.8,8.5,2,1,100,0.53,Medium
23214,6.8,5.2,9.4,4,3,100,0.63,Medium
23215,5.6,4.4,4.0,2,1,96,0.33,Medium
23216,8.3,2.7,4.1,6,0,100,0.56,Medium
23217,5.6,3.7,8.4,6,4,93,0.65,Medium
23218,6.9,3.4,4.3,0,0,73,0.36,Medium
23219,9.7,5.4,10.0,3,1,100,0.7,High
23220,6.5,3.7,7.9,1,4,87,0.54,Medium
23221,7.6,4.5,8.8,6,4,98,0.71,High
23222,4.9,5.4,9.8,4,5,100,0.59,Medium
23223,5.2,2.6,6.8,3,0,96,0.5,Medium
23224,6.4,3.5,6.6,5,3,73,0.58,Medium
23225,8.5,6.7,4.7,5,0,78,0.45,Medium
23226,8.1,7.0,9.3,7,0,99,0.66,Medium
23227,4.0,4.0,6.5,7,4,91,0.54,Medium
23228,4.0,5.8,8.6,7,3,95,0.56,Medium
23229,7.6,5.9,5.8,7,0,100,0.54,Medium
23230,7.3,6.2,8.8,1,1,90,0.51,Medium
23231,6.2,2.9,1.7,0,3,93,0.27,Low
23232,4.1,5.5,7.5,7,4,81,0.54,Medium
23233,8.3,6.1,3.9,6,2,75,0.47,Medium
23234,6.2,1.0,9.8,7,0,97,0.79,High
23235,8.5,7.2,5.5,4,3,100,0.47,Medium
23236,6.9,9.0,8.5,7,3,53,0.56,Medium
23237,9.1,3.5,9.6,4,2,99,0.75,High
23238,7.6,5.1,6.9,1,4,78,0.49,Medium
23239,6.7,3.9,4.5,2,0,95,0.39,Medium
23240,6.7,2.9,5.1,6,1,100,0.55,Medium
23241,8.0,4.4,4.8,1,1,69,0.42,Medium
23242,7.3,6.5,9.1,6,3,100,0.64,Medium
23243,9.5,4.3,8.5,6,5,82,0.77,High
23244,6.3,8.0,4.7,1,0,95,0.25,Low
23245,7.3,5.5,10.0,7,0,98,0.71,High
23246,8.1,4.7,7.3,5,4,89,0.63,Medium
23247,9.3,6.4,6.9,3,4,82,0.56,Medium
23248,8.8,3.4,6.7,2,3,89,0.59,Medium
23249,8.9,3.5,5.7,0,5,63,0.52,Medium
23250,4.5,5.5,4.8,3,0,97,0.32,Low
23251,5.8,2.2,8.3,7,4,87,0.72,High
23252,6.2,5.3,7.5,6,5,100,0.59,Medium
23253,6.9,5.4,6.7,6,2,100,0.56,Medium
23254,6.5,3.7,6.1,6,0,100,0.55,Medium
23255,6.1,5.4,6.6,1,0,85,0.39,Medium
23256,6.6,3.4,5.9,6,2,72,0.57,Medium
23257,7.1,4.0,8.3,0,4,79,0.54,Medium
23258,4.0,7.3,3.7,5,3,87,0.28,Low
23259,7.7,2.1,6.8,4,1,87,0.62,Medium
23260,6.9,3.1,6.7,3,3,62,0.56,Medium
23261,6.6,7.1,6.0,6,0,100,0.46,Medium
23262,5.5,6.3,10.0,4,5,91,0.6,Medium
23263,8.0,5.8,6.2,1,0,86,0.43,Medium
23264,9.5,6.3,5.3,6,2,90,0.56,Medium
23265,5.9,5.4,6.7,3,2,75,0.46,Medium
23266,5.7,4.7,5.2,0,5,98,0.36,Medium
23267,7.3,2.7,7.6,4,0,100,0.62,Medium
23268,4.7,6.4,10.0,5,1,88,0.56,Medium
23269,6.8,7.5,7.3,6,0,97,0.5,Medium
23270,6.3,6.2,5.5,1,2,84,0.35,Medium
23271,6.8,7.3,4.4,7,0,96,0.42,Medium
23272,7.5,6.1,5.5,6,5,100,0.53,Medium
23273,9.3,3.4,6.2,1,0,100,0.54,Medium
23274,6.3,4.4,6.5,6,4,92,0.58,Medium
23275,6.8,6.5,5.0,5,3,100,0.44,Medium
23276,6.4,6.2,3.8,0,2,77,0.26,Low
23277,7.5,8.6,2.0,0,3,100,0.17,Low
23278,6.3,4.8,9.0,5,3,100,0.63,Medium
23279,8.6,6.4,5.3,4,3,100,0.49,Medium
23280,6.7,4.2,7.9,7,0,100,0.64,Medium
23281,7.8,8.7,6.2,1,5,79,0.38,Medium
23282,9.2,3.6,7.6,1,1,100,0.59,Medium
23283,8.3,2.2,6.1,1,4,90,0.56,Medium
23284,6.2,3.0,5.2,3,2,100,0.47,Medium
23285,4.0,5.5,7.2,0,3,96,0.35,Medium
23286,9.7,2.2,10.0,5,5,87,0.87,High
23287,7.4,7.2,8.2,6,0,95,0.57,Medium
23288,5.8,4.5,10.0,2,5,89,0.61,Medium
23289,5.5,5.4,8.3,5,2,81,0.55,Medium
23290,8.5,5.3,5.4,2,5,100,0.49,Medium
23291,8.3,4.0,3.7,0,5,94,0.4,Medium
23292,5.8,7.4,6.4,7,1,100,0.47,Medium
23293,7.0,1.0,7.8,6,3,91,0.74,High
23294,6.8,4.5,10.0,4,5,100,0.69,High
23295,8.0,5.0,6.6,0,1,100,0.45,Medium
23296,7.0,5.3,5.5,2,5,86,0.45,Medium
23297,5.2,5.1,7.8,6,0,87,0.54,Medium
23298,5.8,6.8,2.5,5,1,65,0.29,Low
23299,7.9,3.0,6.4,6,1,100,0.64,Medium
23300,7.9,3.6,7.7,0,1,86,0.53,Medium
23301,5.3,5.2,7.9,4,5,100,0.54,Medium
23302,8.0,4.0,10.0,4,3,100,0.72,High
23303,5.6,6.3,5.2,3,0,100,0.34,Medium
23304,4.0,7.3,6.6,1,5,83,0.31,Low
23305,7.6,6.2,2.7,0,2,100,0.26,Low
23306,4.6,4.7,8.6,2,1,78,0.48,Medium
23307,8.4,4.4,7.6,5,5,100,0.67,High
23308,6.8,4.9,5.9,1,2,82,0.42,Medium
23309,8.5,6.6,7.8,7,1,95,0.64,Medium
23310,11.6,3.9,10.0,3,4,100,0.83,High
23311,6.8,6.9,5.4,7,2,78,0.49,Medium
23312,4.3,3.3,10.0,2,2,85,0.57,Medium
23313,6.8,2.1,8.4,4,0,82,0.65,Medium
23314,9.1,3.8,9.0,6,4,100,0.78,High
23315,5.5,6.6,7.1,2,5,95,0.42,Medium
23316,7.2,3.3,3.4,3,5,71,0.45,Medium
23317,9.1,3.4,5.0,5,0,95,0.58,Medium
23318,6.9,5.9,5.6,7,1,100,0.52,Medium
23319,7.0,7.2,6.3,6,2,100,0.5,Medium
23320,4.8,3.9,7.4,0,1,82,0.41,Medium
23321,4.7,4.2,7.8,2,2,98,0.47,Medium
23322,5.2,4.5,6.3,1,1,86,0.39,Medium
23323,6.1,3.6,6.8,0,4,97,0.46,Medium
23324,5.1,4.8,5.3,5,5,77,0.46,Medium
23325,6.3,7.7,8.4,3,3,88,0.48,Medium
23326,7.0,7.8,3.6,7,4,100,0.41,Medium
23327,8.7,4.1,9.6,6,0,100,0.75,High
23328,8.9,2.1,3.3,3,3,98,0.52,Medium
23329,7.6,7.0,7.4,3,3,100,0.5,Medium
23330,7.2,1.0,8.5,7,2,97,0.79,High
23331,5.4,5.6,6.3,2,5,95,0.42,Medium
23332,7.6,8.4,5.2,6,4,91,0.45,Medium
23333,7.5,8.6,4.6,1,3,89,0.29,Low
23334,6.6,7.7,6.7,1,2,77,0.37,Medium
23335,7.1,3.0,8.6,4,1,89,0.65,Medium
23336,7.1,8.3,9.1,3,1,80,0.5,Medium
23337,6.2,6.3,4.7,5,1,81,0.4,Medium
23338,5.8,5.3,8.1,1,3,86,0.47,Medium
23339,5.7,2.8,8.5,6,5,94,0.69,High
23340,7.0,5.0,10.0,5,4,100,0.7,High
23341,7.6,7.0,6.4,5,2,100,0.5,Medium
23342,8.4,5.3,9.6,6,5,100,0.75,High
23343,10.2,3.8,7.0,0,3,100,0.58,Medium
23344,4.3,7.5,3.2,2,3,56,0.19,Low
23345,4.8,4.6,8.9,2,4,80,0.52,Medium
23346,5.2,4.7,3.2,2,1,69,0.28,Low
23347,7.3,4.4,6.3,5,4,96,0.58,Medium
23348,5.4,3.6,6.3,6,0,83,0.53,Medium
23349,7.2,4.5,7.4,4,3,70,0.58,Medium
23350,6.9,7.5,6.4,4,0,100,0.42,Medium
23351,7.7,4.3,5.6,2,2,81,0.48,Medium
23352,7.5,6.5,4.2,2,4,80,0.37,Medium
23353,4.8,1.2,7.7,4,5,70,0.62,Medium
23354,6.8,6.5,5.6,2,0,80,0.37,Medium
23355,8.2,4.8,7.8,6,2,75,0.66,Medium
23356,4.4,3.7,8.1,6,2,85,0.58,Medium
23357,7.5,7.4,6.1,5,4,80,0.49,Medium
23358,7.8,3.1,5.8,4,0,100,0.55,Medium
23359,6.1,4.7,6.9,3,4,65,0.5,Medium
23360,11.1,7.3,6.1,5,1,77,0.58,Medium
23361,8.3,4.0,4.6,4,5,72,0.53,Medium
23362,5.0,1.0,9.1,0,5,91,0.6,Medium
23363,5.8,5.6,8.1,7,1,100,0.59,Medium
23364,5.8,1.5,6.0,6,2,100,0.6,Medium
23365,4.0,6.8,10.0,7,4,93,0.6,Medium
23366,5.3,10.0,7.8,4,2,75,0.38,Medium
23367,5.8,3.8,4.3,6,4,96,0.49,Medium
23368,7.8,6.4,8.6,2,3,100,0.55,Medium
23369,7.5,4.4,7.6,7,3,92,0.67,High
23370,7.0,5.7,8.3,0,1,83,0.47,Medium
23371,8.1,4.5,6.6,6,5,99,0.64,Medium
23372,7.9,3.4,7.7,4,4,97,0.65,Medium
23373,11.0,7.6,7.2,5,1,100,0.62,Medium
23374,8.6,6.8,9.7,5,4,99,0.68,High
23375,8.6,4.5,7.4,6,0,88,0.65,Medium
23376,6.5,7.7,4.1,6,2,90,0.38,Medium
23377,7.5,4.7,10.0,4,2,100,0.68,High
23378,9.2,2.2,9.0,0,3,94,0.68,High
23379,9.0,4.8,9.6,0,2,99,0.61,Medium
23380,8.1,2.9,3.9,7,1,94,0.57,Medium
23381,6.8,6.9,7.7,2,0,97,0.44,Medium
23382,5.2,6.6,9.3,1,3,81,0.46,Medium
23383,6.5,1.8,6.1,6,3,98,0.63,Medium
23384,5.7,5.7,7.1,7,1,100,0.54,Medium
23385,8.3,4.2,8.5,0,0,100,0.55,Medium
23386,7.5,2.9,2.7,2,3,100,0.4,Medium
23387,7.5,8.0,2.9,7,2,71,0.38,Medium
23388,8.0,4.8,9.1,7,3,97,0.74,High
23389,6.1,4.5,10.0,3,2,61,0.62,Medium
23390,4.0,7.2,4.6,3,4,99,0.28,Low
23391,7.0,2.2,7.7,0,4,81,0.56,Medium
23392,4.6,9.0,2.6,2,0,69,0.11,Low
23393,5.9,1.0,7.6,6,4,99,0.7,High
23394,4.0,4.6,8.2,2,4,97,0.47,Medium
23395,8.5,6.2,10.0,7,3,92,0.75,High
23396,5.0,5.8,6.1,5,0,85,0.42,Medium
23397,6.0,6.2,7.1,5,1,56,0.49,Medium
23398,4.4,5.8,8.5,5,1,71,0.51,Medium
23399,9.1,6.4,5.9,1,4,98,0.47,Medium
23400,10.6,2.9,7.2,6,2,91,0.77,High
23401,6.3,6.3,8.2,4,3,100,0.53,Medium
23402,6.9,5.2,9.9,4,0,95,0.63,Medium
23403,8.8,4.8,6.6,4,2,94,0.58,Medium
23404,6.7,4.9,10.0,0,0,85,0.54,Medium
23405,5.8,7.8,4.0,7,4,65,0.39,Medium
23406,6.3,3.7,9.3,4,0,100,0.63,Medium
23407,8.4,2.8,9.7,0,5,96,0.68,High
23408,8.1,6.1,5.7,0,1,90,0.39,Medium
23409,9.2,6.1,7.3,5,2,100,0.61,Medium
23410,8.3,3.6,5.2,1,4,85,0.49,Medium
23411,8.3,6.3,7.3,2,3,87,0.51,Medium
23412,7.1,3.9,6.5,5,5,64,0.6,Medium
23413,10.1,3.6,9.2,0,4,96,0.68,High
23414,4.1,5.6,7.5,2,2,77,0.4,Medium
23415,5.8,4.3,9.6,4,4,73,0.64,Medium
23416,6.4,1.2,8.9,6,2,86,0.75,High
23417,8.0,4.5,5.2,5,1,87,0.53,Medium
23418,8.1,4.3,8.7,1,1,94,0.58,Medium
23419,6.5,2.8,7.9,7,1,97,0.68,High
23420,6.6,5.3,9.3,4,2,64,0.61,Medium
23421,10.3,3.3,7.9,3,1,70,0.69,High
23422,9.2,5.9,5.0,2,2,100,0.45,Medium
23423,7.6,4.6,4.8,4,3,89,0.49,Medium
23424,9.6,1.7,8.0,4,5,74,0.78,High
23425,8.3,6.9,3.4,1,3,100,0.32,Low
23426,5.4,6.9,5.1,4,1,97,0.35,Medium
23427,7.6,5.7,8.3,0,5,80,0.52,Medium
23428,6.9,1.5,8.1,5,2,70,0.7,High
23429,9.4,5.0,7.3,5,0,58,0.63,Medium
23430,6.2,5.2,6.7,2,4,100,0.46,Medium
23431,6.3,5.9,9.5,4,2,98,0.59,Medium
23432,9.7,5.1,6.6,3,1,90,0.57,Medium
23433,7.1,4.7,3.9,6,3,70,0.48,Medium
23434,7.6,3.8,10.0,4,1,100,0.7,High
23435,6.7,4.7,8.8,6,3,85,0.66,Medium
23436,7.4,4.3,7.8,1,0,87,0.51,Medium
23437,7.9,3.1,10.0,3,4,96,0.73,High
23438,7.9,6.4,7.1,7,4,100,0.62,Medium
23439,5.4,8.9,8.8,7,5,67,0.54,Medium
23440,7.1,6.8,7.0,3,4,97,0.48,Medium
23441,8.4,2.9,6.6,5,3,77,0.66,Medium
23442,9.1,5.3,10.0,6,1,87,0.75,High
23443,6.3,4.4,9.6,6,4,95,0.7,High
23444,7.4,3.5,5.2,0,2,50,0.42,Medium
23445,6.2,7.0,9.9,7,4,100,0.66,Medium
23446,6.3,4.4,10.0,4,0,100,0.63,Medium
23447,5.0,6.9,5.0,5,1,89,0.36,Medium
23448,7.3,3.9,5.3,6,3,89,0.57,Medium
23449,8.0,7.3,7.7,4,5,97,0.56,Medium
23450,4.1,5.1,9.1,4,2,72,0.53,Medium
23451,8.8,3.3,5.9,1,3,79,0.53,Medium
23452,5.3,10.0,5.8,1,1,70,0.22,Low
23453,7.5,3.4,6.3,6,1,97,0.61,Medium
23454,6.4,2.9,3.2,4,5,79,0.45,Medium
23455,6.3,4.3,6.7,6,0,70,0.55,Medium
23456,5.5,7.2,6.5,3,4,97,0.4,Medium
23457,6.8,8.4,7.3,7,5,100,0.54,Medium
23458,8.1,5.0,8.7,7,2,97,0.71,High
23459,10.3,2.9,6.8,0,1,94,0.59,Medium
23460,8.6,2.5,9.1,1,5,69,0.69,High
23461,8.5,5.9,8.9,1,5,84,0.59,Medium
23462,5.8,2.2,5.5,2,1,79,0.46,Medium
23463,4.8,4.9,7.9,5,0,84,0.51,Medium
23464,8.0,4.0,10.0,2,1,84,0.66,Medium
23465,5.1,9.1,7.3,3,1,90,0.34,Medium
23466,4.8,4.7,10.0,7,5,100,0.69,High
23467,5.8,5.3,6.0,2,0,77,0.39,Medium
23468,8.8,6.6,7.2,2,3,81,0.52,Medium
23469,7.6,4.5,3.4,1,5,100,0.38,Medium
23470,5.7,5.3,9.9,2,5,100,0.58,Medium
23471,6.9,6.4,10.0,4,2,100,0.61,Medium
23472,7.5,6.6,8.4,2,3,100,0.52,Medium
23473,7.2,5.9,8.1,4,2,100,0.56,Medium
23474,5.7,1.3,7.0,0,3,100,0.51,Medium
23475,9.4,1.1,8.8,6,3,99,0.85,High
23476,5.2,6.0,7.4,4,4,100,0.48,Medium
23477,5.9,4.3,7.2,5,1,78,0.55,Medium
23478,8.5,2.5,1.9,0,0,78,0.34,Medium
23479,7.5,7.9,8.6,6,5,81,0.61,Medium
23480,7.0,5.3,9.2,0,2,100,0.52,Medium
23481,5.1,6.0,8.1,1,2,80,0.42,Medium
23482,8.5,5.3,6.4,0,0,100,0.44,Medium
23483,6.2,5.6,5.9,4,0,100,0.44,Medium
23484,6.9,9.9,5.2,0,4,100,0.25,Low
23485,6.9,5.6,6.8,3,0,74,0.47,Medium
23486,7.5,5.4,6.0,4,5,100,0.53,Medium
23487,8.7,5.7,5.4,1,2,88,0.44,Medium
23488,6.4,4.0,8.7,4,0,100,0.6,Medium
23489,5.8,7.5,5.9,7,3,97,0.46,Medium
23490,7.6,5.8,7.1,1,1,85,0.46,Medium
23491,8.9,5.7,5.4,1,4,84,0.46,Medium
23492,7.9,6.8,9.1,4,4,100,0.61,Medium
23493,6.6,5.3,7.5,5,1,98,0.55,Medium
23494,6.5,5.4,5.4,3,5,96,0.45,Medium
23495,8.5,3.4,5.4,7,0,100,0.62,Medium
23496,7.8,3.3,7.7,3,1,86,0.61,Medium
23497,8.5,7.4,5.5,2,0,100,0.39,Medium
23498,6.4,6.0,7.1,1,2,100,0.42,Medium
23499,7.1,2.2,8.9,3,2,83,0.67,High
23500,4.1,4.8,4.3,1,3,100,0.28,Low
23501,8.4,5.8,8.5,6,5,75,0.69,High
23502,4.0,5.8,7.9,5,1,89,0.47,Medium
23503,5.4,7.1,4.2,4,5,100,0.34,Medium
23504,9.0,3.3,6.2,2,3,98,0.58,Medium
23505,8.5,8.6,3.9,1,2,79,0.29,Low
23506,6.5,3.2,5.5,0,4,100,0.43,Medium
23507,5.6,4.3,8.5,0,5,86,0.5,Medium
23508,7.5,3.4,3.0,0,2,100,0.34,Medium
23509,10.2,7.1,6.2,2,5,100,0.52,Medium
23510,5.4,5.6,4.7,3,2,70,0.35,Medium
23511,7.3,5.5,4.4,5,5,95,0.48,Medium
23512,8.8,5.8,7.1,0,0,87,0.46,Medium
23513,7.9,5.0,7.6,3,4,94,0.58,Medium
23514,5.6,5.4,7.0,4,4,81,0.5,Medium
23515,5.9,1.0,7.2,2,0,82,0.56,Medium
23516,6.1,7.5,5.1,7,2,59,0.43,Medium
23517,5.3,3.9,6.4,7,1,96,0.55,Medium
23518,6.9,6.5,8.1,2,4,100,0.5,Medium
23519,9.0,2.9,6.1,6,2,86,0.67,High
23520,4.0,7.0,3.5,0,3,76,0.16,Low
23521,7.2,4.8,5.0,5,1,99,0.49,Medium
23522,4.0,7.0,8.2,4,4,82,0.45,Medium
23523,7.9,4.0,5.6,6,3,100,0.59,Medium
23524,8.9,4.9,6.4,5,1,100,0.59,Medium
23525,5.9,8.2,4.1,0,2,85,0.2,Low
23526,11.2,5.5,8.4,5,5,98,0.76,High
23527,5.2,4.7,4.6,1,5,91,0.34,Medium
23528,7.8,4.9,7.7,5,0,100,0.6,Medium
23529,8.4,5.0,9.3,1,2,86,0.6,Medium
23530,7.9,5.4,5.1,1,5,87,0.43,Medium
23531,8.7,7.3,6.0,6,1,96,0.53,Medium
23532,5.6,3.6,9.0,4,1,85,0.6,Medium
23533,8.4,2.8,10.0,6,2,100,0.81,High
23534,4.2,6.2,6.7,2,4,100,0.37,Medium
23535,7.8,5.9,7.9,6,4,98,0.64,Medium
23536,8.6,4.2,6.9,7,0,91,0.66,Medium
23537,6.4,5.5,7.5,3,1,75,0.49,Medium
23538,6.2,3.7,3.6,6,0,95,0.44,Medium
23539,4.6,6.2,7.4,3,1,92,0.41,Medium
23540,6.7,5.7,10.0,2,3,100,0.59,Medium
23541,6.7,3.9,5.9,6,1,73,0.55,Medium
23542,6.4,5.5,10.0,4,4,82,0.64,Medium
23543,6.9,1.8,6.7,7,2,82,0.68,High
23544,6.6,2.9,5.2,5,1,87,0.53,Medium
23545,6.3,4.8,6.6,4,2,74,0.5,Medium
23546,9.0,5.3,8.2,1,0,91,0.55,Medium
23547,7.6,2.8,8.4,4,0,93,0.66,Medium
23548,8.2,4.9,8.1,7,4,92,0.71,High
23549,8.2,2.9,6.8,1,1,76,0.55,Medium
23550,8.7,7.1,4.2,0,1,100,0.32,Low
23551,7.5,4.1,8.6,1,4,100,0.59,Medium
23552,8.2,8.0,7.7,6,0,67,0.55,Medium
23553,8.6,4.7,7.1,7,0,88,0.66,Medium
23554,10.9,8.1,8.4,4,0,88,0.61,Medium
23555,9.5,1.0,8.8,0,3,100,0.71,High
23556,7.3,4.3,3.8,5,3,87,0.47,Medium
23557,8.2,4.2,6.8,1,0,92,0.5,Medium
23558,8.0,9.2,6.4,0,0,83,0.32,Low
23559,6.0,4.5,8.6,2,2,100,0.54,Medium
23560,4.8,10.0,4.5,4,2,50,0.23,Low
23561,4.0,6.0,6.5,7,2,80,0.47,Medium
23562,7.4,5.4,8.1,4,2,87,0.58,Medium
23563,8.8,8.4,7.4,6,3,100,0.57,Medium
23564,7.4,6.3,4.9,1,0,90,0.34,Medium
23565,5.0,6.1,1.3,1,5,84,0.17,Low
23566,6.2,4.8,9.8,7,2,69,0.7,High
23567,8.6,6.0,3.9,7,2,87,0.51,Medium
23568,6.4,6.6,4.3,1,1,99,0.29,Low
23569,6.4,10.0,3.3,4,0,79,0.22,Low
23570,6.6,3.9,9.0,1,5,100,0.59,Medium
23571,5.5,8.0,3.7,4,4,72,0.29,Low
23572,7.3,6.9,4.2,3,2,88,0.36,Medium
23573,7.1,5.8,4.9,1,3,79,0.37,Medium
23574,7.9,6.6,6.4,2,2,77,0.45,Medium
23575,6.2,6.2,9.1,3,0,75,0.52,Medium
23576,7.6,2.8,5.4,3,0,81,0.51,Medium
23577,6.2,3.3,6.4,7,3,81,0.61,Medium
23578,5.5,7.8,3.5,0,2,89,0.18,Low
23579,7.7,6.5,6.7,3,3,87,0.49,Medium
23580,6.7,2.5,7.0,6,3,84,0.65,Medium
23581,7.7,9.6,8.9,7,4,100,0.59,Medium
23582,6.3,5.6,7.8,5,0,71,0.54,Medium
23583,6.8,1.8,9.1,2,5,67,0.68,High
23584,6.1,6.1,8.4,4,1,100,0.53,Medium
23585,9.4,5.6,10.0,6,1,93,0.76,High
23586,4.8,8.3,6.1,6,5,89,0.41,Medium
23587,6.4,4.4,7.8,7,3,100,0.65,Medium
23588,6.6,8.4,6.1,4,0,100,0.38,Medium
23589,9.9,8.0,7.8,5,0,100,0.59,Medium
23590,8.5,4.5,6.7,0,3,73,0.5,Medium
23591,6.2,6.5,4.9,0,2,93,0.29,Low
23592,6.4,6.0,8.4,1,5,100,0.5,Medium
23593,6.4,7.6,9.5,0,2,63,0.45,Medium
23594,8.3,3.5,7.0,6,0,99,0.65,Medium
23595,6.8,6.8,6.9,5,1,99,0.49,Medium
23596,6.3,5.5,4.4,3,4,64,0.39,Medium
23597,5.2,7.9,4.5,3,4,97,0.29,Low
23598,6.2,1.5,7.8,2,5,95,0.62,Medium
23599,7.0,5.3,6.7,0,1,94,0.41,Medium
23600,4.0,2.1,9.9,4,2,100,0.64,Medium
23601,6.8,3.7,10.0,2,1,92,0.63,Medium
23602,6.1,6.6,5.5,2,2,94,0.36,Medium
23603,8.4,8.6,6.7,3,0,71,0.43,Medium
23604,4.9,2.0,6.8,1,2,100,0.47,Medium
23605,7.3,3.2,7.6,3,2,85,0.6,Medium
23606,6.6,6.5,10.0,3,2,100,0.58,Medium
23607,5.1,6.2,8.0,6,4,91,0.55,Medium
23608,7.2,3.8,10.0,1,0,88,0.61,Medium
23609,6.2,3.3,10.0,0,4,82,0.6,Medium
23610,5.9,1.8,5.3,3,1,61,0.49,Medium
23611,4.0,6.7,7.3,7,1,80,0.47,Medium
23612,7.8,2.8,8.4,7,2,96,0.75,High
23613,8.1,3.8,4.8,6,1,74,0.56,Medium
23614,9.7,3.8,9.6,7,0,72,0.82,High
23615,5.4,3.6,9.0,6,2,100,0.65,Medium
23616,6.1,3.8,10.0,0,4,90,0.58,Medium
23617,8.3,6.2,5.6,5,5,100,0.54,Medium
23618,7.5,5.5,6.8,7,0,86,0.59,Medium
23619,4.0,6.4,6.0,0,1,89,0.26,Low
23620,5.4,3.4,8.3,5,1,95,0.6,Medium
23621,5.2,6.0,6.8,5,2,88,0.47,Medium
23622,9.0,5.2,8.6,6,5,100,0.73,High
23623,7.7,2.8,7.3,2,2,100,0.58,Medium
23624,5.7,4.9,6.6,1,3,100,0.42,Medium
23625,7.0,4.9,5.6,7,0,90,0.54,Medium
23626,6.7,1.0,9.1,2,3,94,0.68,High
23627,7.4,3.8,4.2,5,4,100,0.51,Medium
23628,6.7,5.3,8.8,5,0,99,0.6,Medium
23629,8.8,6.3,3.9,7,4,100,0.52,Medium
23630,6.5,4.8,5.6,2,2,100,0.42,Medium
23631,8.0,4.6,9.7,1,3,60,0.62,Medium
23632,6.3,6.4,6.7,2,1,96,0.41,Medium
23633,8.0,7.7,6.1,6,3,97,0.51,Medium
23634,10.2,6.7,4.5,5,0,91,0.5,Medium
23635,7.3,7.8,9.2,6,3,90,0.61,Medium
23636,4.5,5.8,7.6,2,1,100,0.4,Medium
23637,6.8,2.6,6.5,5,1,99,0.59,Medium
23638,7.2,2.6,4.4,1,4,69,0.45,Medium
23639,9.0,3.2,7.2,4,5,93,0.68,High
23640,7.7,8.0,6.0,1,2,97,0.36,Medium
23641,6.7,5.0,4.6,1,3,76,0.37,Medium
23642,6.1,5.3,7.2,6,2,100,0.56,Medium
23643,4.4,7.7,4.4,1,1,74,0.2,Low
23644,5.7,3.2,6.3,1,1,69,0.44,Medium
23645,5.1,6.2,10.0,0,4,86,0.48,Medium
23646,7.9,6.5,3.3,0,4,81,0.3,Low
23647,4.1,5.4,5.0,3,2,73,0.33,Low
23648,8.9,5.7,8.5,1,4,83,0.58,Medium
23649,5.4,8.6,4.4,5,0,86,0.29,Low
23650,7.9,5.7,4.7,2,5,85,0.43,Medium
23651,10.2,3.3,7.8,1,3,99,0.65,Medium
23652,8.6,4.0,8.6,7,4,100,0.77,High
23653,6.5,4.5,8.2,4,4,96,0.6,Medium
23654,6.6,7.8,8.3,3,4,80,0.49,Medium
23655,8.1,3.5,5.3,1,3,100,0.48,Medium
23656,8.1,1.4,5.0,2,2,93,0.54,Medium
23657,6.2,5.6,6.8,7,5,100,0.58,Medium
23658,5.6,7.1,5.5,2,1,75,0.32,Low
23659,7.0,7.8,6.5,0,4,100,0.36,Medium
23660,5.9,2.9,6.8,1,5,82,0.5,Medium
23661,6.3,6.6,9.8,5,3,84,0.61,Medium
23662,9.9,2.2,6.7,5,5,85,0.74,High
23663,7.0,2.0,6.1,1,0,95,0.5,Medium
23664,5.9,6.6,4.6,0,5,94,0.29,Low
23665,9.7,3.9,6.5,5,1,98,0.65,Medium
23666,6.9,6.9,7.5,4,5,97,0.52,Medium
23667,6.8,5.2,4.8,1,3,89,0.37,Medium
23668,7.6,5.1,9.0,3,2,97,0.61,Medium
23669,8.1,5.0,9.5,5,0,91,0.68,High
23670,4.0,6.9,9.1,5,5,71,0.52,Medium
23671,5.6,5.4,7.3,6,5,100,0.56,Medium
23672,5.8,1.6,6.6,0,2,71,0.48,Medium
23673,6.1,5.4,7.4,4,4,76,0.53,Medium
23674,8.0,4.5,6.5,1,3,100,0.5,Medium
23675,5.9,3.8,5.8,7,1,100,0.55,Medium
23676,7.5,5.3,9.4,3,2,64,0.62,Medium
23677,6.7,5.5,3.1,2,1,85,0.3,Low
23678,7.1,2.4,8.7,4,4,84,0.7,High
23679,5.3,3.9,6.4,1,4,100,0.43,Medium
23680,7.2,7.8,5.5,7,4,100,0.49,Medium
