student_id,diet_quality,exam_score,diet_category,food_suggestions
20050,Fair,97,Fair,Good dietary habits
20051,Fair,65,Fair,Good dietary habits
20052,Good,96,Good,Good dietary habits
20053,Good,95,Good,Good dietary habits
20054,Good,100,Good,Good dietary habits
20055,Fair,100,Fair,Good dietary habits
20056,Fair,63,Fair,Good dietary habits
20057,Fair,100,Fair,Good dietary habits
20058,Fair,98,Fair,Good dietary habits
20059,Good,90,Good,Good dietary habits
20060,Poor,100,Poor,Improve diet quality
20061,Fair,100,Fair,Good dietary habits
20062,Good,100,Good,Good dietary habits
20063,Good,92,Good,Good dietary habits
20064,Good,97,Good,Good dietary habits
20065,Good,85,Good,Good dietary habits
20066,Fair,100,Fair,Good dietary habits
20067,Fair,99,Fair,Good dietary habits
20068,Good,98,Good,Good dietary habits
20069,Fair,100,Fair,Good dietary habits
20070,Poor,80,Poor,Improve diet quality
20071,Good,100,Good,Good dietary habits
20072,Good,100,Good,Good dietary habits
20073,Poor,82,Poor,Improve diet quality
20074,Good,72,Good,Good dietary habits
20075,Good,93,Good,Good dietary habits
20076,Fair,85,Fair,Good dietary habits
20077,Poor,75,Poor,Improve diet quality
20078,Fair,98,Fair,Good dietary habits
20079,Good,100,Good,Good dietary habits
20080,Good,100,Good,Good dietary habits
20081,Good,78,Good,Good dietary habits
20082,Poor,91,Poor,Improve diet quality
20083,Fair,100,Fair,Good dietary habits
20084,Poor,79,Poor,Improve diet quality
20085,Fair,100,Fair,Good dietary habits
20086,Poor,98,Poor,Improve diet quality
20087,Good,91,Good,Good dietary habits
20088,Good,60,Good,Good dietary habits
20089,Good,100,Good,Good dietary habits
20090,Fair,94,Fair,Good dietary habits
20091,Good,90,Good,Good dietary habits
20092,Fair,87,Fair,Good dietary habits
20093,Fair,78,Fair,Good dietary habits
20094,Good,100,Good,Good dietary habits
20095,Fair,92,Fair,Good dietary habits
20096,Fair,93,Fair,Good dietary habits
20097,Fair,100,Fair,Good dietary habits
20098,Fair,100,Fair,Good dietary habits
20099,Good,100,Good,Good dietary habits
20100,Poor,94,Poor,Improve diet quality
20101,Fair,93,Fair,Good dietary habits
20102,Fair,94,Fair,Good dietary habits
20103,Good,100,Good,Good dietary habits
20104,Poor,78,Poor,Improve diet quality
20105,Fair,91,Fair,Good dietary habits
20106,Good,100,Good,Good dietary habits
20107,Good,100,Good,Good dietary habits
20108,Fair,90,Fair,Good dietary habits
20109,Fair,100,Fair,Good dietary habits
20110,Good,95,Good,Good dietary habits
20111,Fair,68,Fair,Good dietary habits
20112,Good,98,Good,Good dietary habits
20113,Poor,100,Poor,Improve diet quality
20114,Poor,92,Poor,Improve diet quality
20115,Good,99,Good,Good dietary habits
20116,Good,71,Good,Good dietary habits
20117,Good,89,Good,Good dietary habits
20118,Good,94,Good,Good dietary habits
20119,Poor,67,Poor,Improve diet quality
20120,Good,97,Good,Good dietary habits
20121,Good,100,Good,Good dietary habits
20122,Poor,97,Poor,Improve diet quality
20123,Fair,100,Fair,Good dietary habits
20124,Good,100,Good,Good dietary habits
20125,Good,97,Good,Good dietary habits
20126,Poor,76,Poor,Improve diet quality
20127,Fair,92,Fair,Good dietary habits
20128,Good,86,Good,Good dietary habits
20129,Good,99,Good,Good dietary habits
20130,Fair,98,Fair,Good dietary habits
20131,Fair,99,Fair,Good dietary habits
20132,Good,100,Good,Good dietary habits
20133,Good,77,Good,Good dietary habits
20134,Poor,72,Poor,Improve diet quality
20135,Fair,96,Fair,Good dietary habits
20136,Good,79,Good,Good dietary habits
20137,Fair,69,Fair,Good dietary habits
20138,Good,81,Good,Good dietary habits
20139,Good,86,Good,Good dietary habits
20140,Fair,75,Fair,Good dietary habits
20141,Good,88,Good,Good dietary habits
20142,Good,100,Good,Good dietary habits
20143,Poor,100,Poor,Improve diet quality
20144,Good,89,Good,Good dietary habits
20145,Poor,98,Poor,Improve diet quality
20146,Fair,100,Fair,Good dietary habits
20147,Good,83,Good,Good dietary habits
20148,Fair,80,Fair,Good dietary habits
20149,Fair,100,Fair,Good dietary habits
20150,Poor,73,Poor,Improve diet quality
20151,Good,96,Good,Good dietary habits
20152,Good,94,Good,Good dietary habits
20153,Fair,100,Fair,Good dietary habits
20154,Good,80,Good,Good dietary habits
20155,Fair,77,Fair,Good dietary habits
20156,Poor,100,Poor,Improve diet quality
20157,Good,73,Good,Good dietary habits
20158,Good,97,Good,Good dietary habits
20159,Fair,97,Fair,Good dietary habits
20160,Fair,100,Fair,Good dietary habits
20161,Good,99,Good,Good dietary habits
20162,Poor,100,Poor,Improve diet quality
20163,Fair,98,Fair,Good dietary habits
20164,Poor,80,Poor,Improve diet quality
20165,Good,74,Good,Good dietary habits
20166,Good,67,Good,Good dietary habits
20167,Fair,83,Fair,Good dietary habits
20168,Poor,60,Poor,Improve diet quality
20169,Good,99,Good,Good dietary habits
20170,Fair,64,Fair,Good dietary habits
20171,Good,100,Good,Good dietary habits
20172,Good,86,Good,Good dietary habits
20173,Good,99,Good,Good dietary habits
20174,Fair,93,Fair,Good dietary habits
20175,Good,94,Good,Good dietary habits
20176,Fair,71,Fair,Good dietary habits
20177,Good,74,Good,Good dietary habits
20178,Fair,75,Fair,Good dietary habits
20179,Poor,97,Poor,Improve diet quality
20180,Fair,93,Fair,Good dietary habits
20181,Good,100,Good,Good dietary habits
20182,Good,88,Good,Good dietary habits
20183,Fair,80,Fair,Good dietary habits
20184,Fair,100,Fair,Good dietary habits
20185,Good,80,Good,Good dietary habits
20186,Good,70,Good,Good dietary habits
20187,Fair,69,Fair,Good dietary habits
20188,Fair,99,Fair,Good dietary habits
20189,Fair,68,Fair,Good dietary habits
20190,Good,96,Good,Good dietary habits
20191,Fair,96,Fair,Good dietary habits
20192,Fair,77,Fair,Good dietary habits
20193,Poor,58,Poor,Improve diet quality
20194,Good,81,Good,Good dietary habits
20195,Good,73,Good,Good dietary habits
20196,Fair,100,Fair,Good dietary habits
20197,Good,94,Good,Good dietary habits
20198,Good,94,Good,Good dietary habits
20199,Fair,99,Fair,Good dietary habits
20200,Poor,100,Poor,Improve diet quality
20201,Fair,70,Fair,Good dietary habits
20202,Fair,99,Fair,Good dietary habits
20203,Good,84,Good,Good dietary habits
20204,Poor,82,Poor,Improve diet quality
20205,Good,87,Good,Good dietary habits
20206,Poor,100,Poor,Improve diet quality
20207,Fair,67,Fair,Good dietary habits
20208,Good,96,Good,Good dietary habits
20209,Good,79,Good,Good dietary habits
20210,Poor,100,Poor,Improve diet quality
20211,Fair,93,Fair,Good dietary habits
20212,Good,85,Good,Good dietary habits
20213,Good,100,Good,Good dietary habits
20214,Good,82,Good,Good dietary habits
20215,Good,96,Good,Good dietary habits
20216,Fair,70,Fair,Good dietary habits
20217,Good,100,Good,Good dietary habits
20218,Fair,55,Fair,Good dietary habits
20219,Good,85,Good,Good dietary habits
20220,Fair,82,Fair,Good dietary habits
20221,Fair,71,Fair,Good dietary habits
20222,Fair,87,Fair,Good dietary habits
20223,Good,86,Good,Good dietary habits
20224,Fair,81,Fair,Good dietary habits
20225,Fair,92,Fair,Good dietary habits
20226,Fair,92,Fair,Good dietary habits
20227,Good,100,Good,Good dietary habits
20228,Good,81,Good,Good dietary habits
20229,Good,96,Good,Good dietary habits
20230,Poor,94,Poor,Improve diet quality
20231,Good,99,Good,Good dietary habits
20232,Poor,96,Poor,Improve diet quality
20233,Fair,85,Fair,Good dietary habits
20234,Fair,90,Fair,Good dietary habits
20235,Good,89,Good,Good dietary habits
20236,Fair,87,Fair,Good dietary habits
20237,Fair,53,Fair,Good dietary habits
20238,Poor,98,Poor,Improve diet quality
20239,Good,91,Good,Good dietary habits
20240,Good,78,Good,Good dietary habits
20241,Good,49,Good,Good dietary habits
20242,Fair,100,Fair,Good dietary habits
20243,Good,94,Good,Good dietary habits
20244,Fair,73,Fair,Good dietary habits
20245,Good,91,Good,Good dietary habits
20246,Fair,94,Fair,Good dietary habits
20247,Good,98,Good,Good dietary habits
20248,Poor,82,Poor,Improve diet quality
20249,Good,88,Good,Good dietary habits
20250,Poor,100,Poor,Improve diet quality
20251,Fair,91,Fair,Good dietary habits
20252,Good,86,Good,Good dietary habits
20253,Fair,100,Fair,Good dietary habits
20254,Fair,100,Fair,Good dietary habits
20255,Fair,94,Fair,Good dietary habits
20256,Good,70,Good,Good dietary habits
20257,Good,96,Good,Good dietary habits
20258,Good,81,Good,Good dietary habits
20259,Good,93,Good,Good dietary habits
20260,Good,89,Good,Good dietary habits
20261,Good,99,Good,Good dietary habits
20262,Poor,67,Poor,Improve diet quality
20263,Good,96,Good,Good dietary habits
20264,Good,77,Good,Good dietary habits
20265,Good,98,Good,Good dietary habits
20266,Fair,60,Fair,Good dietary habits
20267,Poor,100,Poor,Improve diet quality
20268,Fair,99,Fair,Good dietary habits
20269,Fair,83,Fair,Good dietary habits
20270,Good,73,Good,Good dietary habits
20271,Good,98,Good,Good dietary habits
20272,Poor,72,Poor,Improve diet quality
20273,Fair,91,Fair,Good dietary habits
20274,Good,87,Good,Good dietary habits
20275,Good,88,Good,Good dietary habits
20276,Poor,92,Poor,Improve diet quality
20277,Poor,57,Poor,Improve diet quality
20278,Good,93,Good,Good dietary habits
20279,Good,65,Good,Good dietary habits
20280,Good,52,Good,Good dietary habits
20281,Good,100,Good,Good dietary habits
20282,Fair,84,Fair,Good dietary habits
20283,Good,83,Good,Good dietary habits
20284,Good,89,Good,Good dietary habits
20285,Poor,90,Poor,Improve diet quality
20286,Fair,100,Fair,Good dietary habits
20287,Poor,76,Poor,Improve diet quality
20288,Good,98,Good,Good dietary habits
20289,Fair,94,Fair,Good dietary habits
20290,Poor,100,Poor,Improve diet quality
20291,Good,97,Good,Good dietary habits
20292,Fair,100,Fair,Good dietary habits
20293,Good,98,Good,Good dietary habits
20294,Fair,90,Fair,Good dietary habits
20295,Poor,58,Poor,Improve diet quality
20296,Good,100,Good,Good dietary habits
20297,Fair,97,Fair,Good dietary habits
20298,Fair,100,Fair,Good dietary habits
20299,Fair,100,Fair,Good dietary habits
20300,Good,100,Good,Good dietary habits
20301,Good,93,Good,Good dietary habits
20302,Good,93,Good,Good dietary habits
20303,Poor,100,Poor,Improve diet quality
20304,Good,72,Good,Good dietary habits
20305,Good,86,Good,Good dietary habits
20306,Good,68,Good,Good dietary habits
20307,Good,93,Good,Good dietary habits
20308,Fair,100,Fair,Good dietary habits
20309,Good,85,Good,Good dietary habits
20310,Good,80,Good,Good dietary habits
20311,Good,71,Good,Good dietary habits
20312,Poor,85,Poor,Improve diet quality
20313,Good,100,Good,Good dietary habits
20314,Poor,90,Poor,Improve diet quality
20315,Good,95,Good,Good dietary habits
20316,Good,98,Good,Good dietary habits
20317,Good,88,Good,Good dietary habits
20318,Fair,62,Fair,Good dietary habits
20319,Fair,81,Fair,Good dietary habits
20320,Good,87,Good,Good dietary habits
20321,Fair,63,Fair,Good dietary habits
20322,Fair,91,Fair,Good dietary habits
20323,Good,100,Good,Good dietary habits
20324,Good,98,Good,Good dietary habits
20325,Good,91,Good,Good dietary habits
20326,Fair,85,Fair,Good dietary habits
20327,Poor,65,Poor,Improve diet quality
20328,Good,92,Good,Good dietary habits
20329,Good,91,Good,Good dietary habits
20330,Poor,93,Poor,Improve diet quality
20331,Fair,91,Fair,Good dietary habits
20332,Fair,95,Fair,Good dietary habits
20333,Good,100,Good,Good dietary habits
20334,Good,86,Good,Good dietary habits
20335,Fair,98,Fair,Good dietary habits
20336,Good,95,Good,Good dietary habits
20337,Good,100,Good,Good dietary habits
20338,Fair,95,Fair,Good dietary habits
20339,Good,73,Good,Good dietary habits
20340,Fair,90,Fair,Good dietary habits
20341,Good,95,Good,Good dietary habits
20342,Good,100,Good,Good dietary habits
20343,Fair,91,Fair,Good dietary habits
20344,Good,99,Good,Good dietary habits
20345,Poor,66,Poor,Improve diet quality
20346,Good,91,Good,Good dietary habits
20347,Good,80,Good,Good dietary habits
20348,Fair,100,Fair,Good dietary habits
20349,Good,100,Good,Good dietary habits
20350,Fair,96,Fair,Good dietary habits
20351,Poor,100,Poor,Improve diet quality
20352,Fair,79,Fair,Good dietary habits
20353,Fair,97,Fair,Good dietary habits
20354,Good,83,Good,Good dietary habits
20355,Good,99,Good,Good dietary habits
20356,Fair,100,Fair,Good dietary habits
20357,Fair,100,Fair,Good dietary habits
20358,Good,99,Good,Good dietary habits
20359,Good,94,Good,Good dietary habits
20360,Good,97,Good,Good dietary habits
20361,Good,92,Good,Good dietary habits
20362,Poor,96,Poor,Improve diet quality
20363,Fair,94,Fair,Good dietary habits
20364,Good,91,Good,Good dietary habits
20365,Fair,94,Fair,Good dietary habits
20366,Poor,77,Poor,Improve diet quality
20367,Good,70,Good,Good dietary habits
20368,Good,99,Good,Good dietary habits
20369,Fair,93,Fair,Good dietary habits
20370,Good,73,Good,Good dietary habits
20371,Good,93,Good,Good dietary habits
20372,Fair,100,Fair,Good dietary habits
20373,Good,75,Good,Good dietary habits
20374,Fair,100,Fair,Good dietary habits
20375,Fair,80,Fair,Good dietary habits
20376,Poor,96,Poor,Improve diet quality
20377,Fair,94,Fair,Good dietary habits
20378,Fair,97,Fair,Good dietary habits
20379,Fair,94,Fair,Good dietary habits
20380,Fair,86,Fair,Good dietary habits
20381,Poor,100,Poor,Improve diet quality
20382,Good,76,Good,Good dietary habits
20383,Fair,100,Fair,Good dietary habits
20384,Good,100,Good,Good dietary habits
20385,Fair,91,Fair,Good dietary habits
20386,Fair,93,Fair,Good dietary habits
20387,Poor,99,Poor,Improve diet quality
20388,Good,79,Good,Good dietary habits
20389,Good,100,Good,Good dietary habits
20390,Fair,82,Fair,Good dietary habits
20391,Good,74,Good,Good dietary habits
20392,Fair,80,Fair,Good dietary habits
20393,Good,90,Good,Good dietary habits
20394,Good,53,Good,Good dietary habits
20395,Good,64,Good,Good dietary habits
20396,Fair,95,Fair,Good dietary habits
20397,Poor,96,Poor,Improve diet quality
20398,Fair,76,Fair,Good dietary habits
20399,Good,100,Good,Good dietary habits
20400,Poor,92,Poor,Improve diet quality
20401,Poor,81,Poor,Improve diet quality
20402,Poor,100,Poor,Improve diet quality
20403,Fair,100,Fair,Good dietary habits
20404,Poor,79,Poor,Improve diet quality
20405,Fair,100,Fair,Good dietary habits
20406,Good,77,Good,Good dietary habits
20407,Fair,100,Fair,Good dietary habits
20408,Poor,70,Poor,Improve diet quality
20409,Good,90,Good,Good dietary habits
20410,Good,92,Good,Good dietary habits
20411,Good,94,Good,Good dietary habits
20412,Fair,73,Fair,Good dietary habits
20413,Poor,80,Poor,Improve diet quality
20414,Fair,100,Fair,Good dietary habits
20415,Good,100,Good,Good dietary habits
20416,Poor,97,Poor,Improve diet quality
20417,Good,95,Good,Good dietary habits
20418,Good,71,Good,Good dietary habits
20419,Fair,99,Fair,Good dietary habits
20420,Fair,73,Fair,Good dietary habits
20421,Good,95,Good,Good dietary habits
20422,Fair,71,Fair,Good dietary habits
20423,Good,95,Good,Good dietary habits
20424,Fair,88,Fair,Good dietary habits
20425,Poor,100,Poor,Improve diet quality
20426,Fair,100,Fair,Good dietary habits
20427,Good,84,Good,Good dietary habits
20428,Good,100,Good,Good dietary habits
20429,Good,99,Good,Good dietary habits
20430,Fair,92,Fair,Good dietary habits
20431,Good,94,Good,Good dietary habits
20432,Good,92,Good,Good dietary habits
20433,Good,98,Good,Good dietary habits
20434,Good,96,Good,Good dietary habits
20435,Fair,70,Fair,Good dietary habits
20436,Good,100,Good,Good dietary habits
20437,Good,92,Good,Good dietary habits
20438,Good,69,Good,Good dietary habits
20439,Good,79,Good,Good dietary habits
20440,Poor,70,Poor,Improve diet quality
20441,Fair,80,Fair,Good dietary habits
20442,Good,88,Good,Good dietary habits
20443,Good,100,Good,Good dietary habits
20444,Good,97,Good,Good dietary habits
20445,Fair,74,Fair,Good dietary habits
20446,Good,100,Good,Good dietary habits
20447,Good,96,Good,Good dietary habits
20448,Good,62,Good,Good dietary habits
20449,Fair,100,Fair,Good dietary habits
20450,Good,69,Good,Good dietary habits
20451,Fair,76,Fair,Good dietary habits
20452,Good,78,Good,Good dietary habits
20453,Fair,68,Fair,Good dietary habits
20454,Poor,100,Poor,Improve diet quality
20455,Good,83,Good,Good dietary habits
20456,Poor,98,Poor,Improve diet quality
20457,Poor,91,Poor,Improve diet quality
20458,Good,81,Good,Good dietary habits
20459,Fair,95,Fair,Good dietary habits
20460,Poor,80,Poor,Improve diet quality
20461,Fair,100,Fair,Good dietary habits
20462,Fair,100,Fair,Good dietary habits
20463,Fair,89,Fair,Good dietary habits
20464,Fair,76,Fair,Good dietary habits
20465,Good,94,Good,Good dietary habits
20466,Fair,89,Fair,Good dietary habits
20467,Fair,100,Fair,Good dietary habits
20468,Good,100,Good,Good dietary habits
20469,Fair,100,Fair,Good dietary habits
20470,Good,99,Good,Good dietary habits
20471,Fair,100,Fair,Good dietary habits
20472,Good,85,Good,Good dietary habits
20473,Fair,100,Fair,Good dietary habits
20474,Good,90,Good,Good dietary habits
20475,Good,91,Good,Good dietary habits
20476,Poor,95,Poor,Improve diet quality
20477,Good,100,Good,Good dietary habits
20478,Good,98,Good,Good dietary habits
20479,Good,85,Good,Good dietary habits
20480,Good,92,Good,Good dietary habits
20481,Good,82,Good,Good dietary habits
20482,Good,100,Good,Good dietary habits
20483,Fair,82,Fair,Good dietary habits
20484,Good,100,Good,Good dietary habits
20485,Good,100,Good,Good dietary habits
20486,Good,67,Good,Good dietary habits
20487,Poor,98,Poor,Improve diet quality
20488,Poor,97,Poor,Improve diet quality
20489,Fair,97,Fair,Good dietary habits
20490,Good,92,Good,Good dietary habits
20491,Fair,100,Fair,Good dietary habits
20492,Good,77,Good,Good dietary habits
20493,Good,80,Good,Good dietary habits
20494,Fair,97,Fair,Good dietary habits
20495,Good,81,Good,Good dietary habits
20496,Fair,91,Fair,Good dietary habits
20497,Good,92,Good,Good dietary habits
20498,Fair,84,Fair,Good dietary habits
20499,Good,100,Good,Good dietary habits
20500,Fair,99,Fair,Good dietary habits
20501,Good,95,Good,Good dietary habits
20502,Good,76,Good,Good dietary habits
20503,Good,65,Good,Good dietary habits
20504,Good,70,Good,Good dietary habits
20505,Good,88,Good,Good dietary habits
20506,Good,100,Good,Good dietary habits
20507,Fair,99,Fair,Good dietary habits
20508,Good,100,Good,Good dietary habits
20509,Good,92,Good,Good dietary habits
20510,Good,97,Good,Good dietary habits
20511,Good,100,Good,Good dietary habits
20512,Good,71,Good,Good dietary habits
20513,Poor,100,Poor,Improve diet quality
20514,Good,79,Good,Good dietary habits
20515,Good,86,Good,Good dietary habits
20516,Good,100,Good,Good dietary habits
20517,Fair,73,Fair,Good dietary habits
20518,Fair,65,Fair,Good dietary habits
20519,Good,100,Good,Good dietary habits
20520,Good,87,Good,Good dietary habits
20521,Good,89,Good,Good dietary habits
20522,Good,100,Good,Good dietary habits
20523,Fair,97,Fair,Good dietary habits
20524,Good,93,Good,Good dietary habits
20525,Fair,70,Fair,Good dietary habits
20526,Fair,100,Fair,Good dietary habits
20527,Poor,88,Poor,Improve diet quality
20528,Fair,77,Fair,Good dietary habits
20529,Good,96,Good,Good dietary habits
20530,Good,99,Good,Good dietary habits
20531,Good,100,Good,Good dietary habits
20532,Fair,98,Fair,Good dietary habits
20533,Poor,93,Poor,Improve diet quality
20534,Fair,100,Fair,Good dietary habits
20535,Fair,100,Fair,Good dietary habits
20536,Fair,74,Fair,Good dietary habits
20537,Poor,95,Poor,Improve diet quality
20538,Fair,78,Fair,Good dietary habits
20539,Poor,83,Poor,Improve diet quality
20540,Good,87,Good,Good dietary habits
20541,Fair,67,Fair,Good dietary habits
20542,Fair,100,Fair,Good dietary habits
20543,Fair,100,Fair,Good dietary habits
20544,Fair,100,Fair,Good dietary habits
20545,Good,100,Good,Good dietary habits
20546,Fair,80,Fair,Good dietary habits
20547,Fair,89,Fair,Good dietary habits
20548,Good,75,Good,Good dietary habits
20549,Good,90,Good,Good dietary habits
20550,Good,100,Good,Good dietary habits
20551,Good,99,Good,Good dietary habits
20552,Fair,100,Fair,Good dietary habits
20553,Poor,79,Poor,Improve diet quality
20554,Fair,93,Fair,Good dietary habits
20555,Poor,96,Poor,Improve diet quality
20556,Good,94,Good,Good dietary habits
20557,Fair,90,Fair,Good dietary habits
20558,Good,100,Good,Good dietary habits
20559,Good,79,Good,Good dietary habits
20560,Good,92,Good,Good dietary habits
20561,Poor,100,Poor,Improve diet quality
20562,Good,92,Good,Good dietary habits
20563,Good,100,Good,Good dietary habits
20564,Fair,77,Fair,Good dietary habits
20565,Good,96,Good,Good dietary habits
20566,Poor,94,Poor,Improve diet quality
20567,Good,100,Good,Good dietary habits
20568,Fair,98,Fair,Good dietary habits
20569,Poor,100,Poor,Improve diet quality
20570,Poor,76,Poor,Improve diet quality
20571,Good,75,Good,Good dietary habits
20572,Fair,82,Fair,Good dietary habits
20573,Good,98,Good,Good dietary habits
20574,Good,100,Good,Good dietary habits
20575,Poor,100,Poor,Improve diet quality
20576,Fair,100,Fair,Good dietary habits
20577,Good,100,Good,Good dietary habits
20578,Good,95,Good,Good dietary habits
20579,Fair,100,Fair,Good dietary habits
20580,Good,100,Good,Good dietary habits
20581,Good,94,Good,Good dietary habits
20582,Good,81,Good,Good dietary habits
20583,Good,100,Good,Good dietary habits
20584,Good,74,Good,Good dietary habits
20585,Poor,97,Poor,Improve diet quality
20586,Good,93,Good,Good dietary habits
20587,Good,95,Good,Good dietary habits
20588,Poor,100,Poor,Improve diet quality
20589,Good,85,Good,Good dietary habits
20590,Good,94,Good,Good dietary habits
20591,Good,72,Good,Good dietary habits
20592,Fair,87,Fair,Good dietary habits
20593,Fair,77,Fair,Good dietary habits
20594,Good,100,Good,Good dietary habits
20595,Fair,99,Fair,Good dietary habits
20596,Fair,72,Fair,Good dietary habits
20597,Good,97,Good,Good dietary habits
20598,Good,78,Good,Good dietary habits
20599,Poor,95,Poor,Improve diet quality
20600,Poor,100,Poor,Improve diet quality
20601,Fair,73,Fair,Good dietary habits
20602,Fair,92,Fair,Good dietary habits
20603,Fair,100,Fair,Good dietary habits
20604,Good,98,Good,Good dietary habits
20605,Good,88,Good,Good dietary habits
20606,Fair,98,Fair,Good dietary habits
20607,Good,83,Good,Good dietary habits
20608,Fair,98,Fair,Good dietary habits
20609,Fair,65,Fair,Good dietary habits
20610,Fair,79,Fair,Good dietary habits
20611,Good,75,Good,Good dietary habits
20612,Fair,100,Fair,Good dietary habits
20613,Good,98,Good,Good dietary habits
20614,Poor,97,Poor,Improve diet quality
20615,Good,98,Good,Good dietary habits
20616,Good,98,Good,Good dietary habits
20617,Good,94,Good,Good dietary habits
20618,Fair,96,Fair,Good dietary habits
20619,Good,95,Good,Good dietary habits
20620,Good,97,Good,Good dietary habits
20621,Good,96,Good,Good dietary habits
20622,Fair,97,Fair,Good dietary habits
20623,Good,100,Good,Good dietary habits
20624,Good,90,Good,Good dietary habits
20625,Fair,65,Fair,Good dietary habits
20626,Good,89,Good,Good dietary habits
20627,Good,100,Good,Good dietary habits
20628,Good,69,Good,Good dietary habits
20629,Good,72,Good,Good dietary habits
20630,Good,83,Good,Good dietary habits
20631,Good,100,Good,Good dietary habits
20632,Poor,86,Poor,Improve diet quality
20633,Fair,90,Fair,Good dietary habits
20634,Good,96,Good,Good dietary habits
20635,Fair,100,Fair,Good dietary habits
20636,Good,100,Good,Good dietary habits
20637,Poor,75,Poor,Improve diet quality
20638,Good,99,Good,Good dietary habits
20639,Poor,94,Poor,Improve diet quality
20640,Fair,98,Fair,Good dietary habits
20641,Fair,93,Fair,Good dietary habits
20642,Fair,84,Fair,Good dietary habits
20643,Fair,80,Fair,Good dietary habits
20644,Poor,100,Poor,Improve diet quality
20645,Fair,100,Fair,Good dietary habits
20646,Good,83,Good,Good dietary habits
20647,Fair,94,Fair,Good dietary habits
20648,Good,93,Good,Good dietary habits
20649,Fair,96,Fair,Good dietary habits
20650,Fair,60,Fair,Good dietary habits
20651,Good,100,Good,Good dietary habits
20652,Poor,83,Poor,Improve diet quality
20653,Poor,79,Poor,Improve diet quality
20654,Fair,100,Fair,Good dietary habits
20655,Poor,85,Poor,Improve diet quality
20656,Fair,100,Fair,Good dietary habits
20657,Good,77,Good,Good dietary habits
20658,Fair,100,Fair,Good dietary habits
20659,Good,73,Good,Good dietary habits
20660,Fair,100,Fair,Good dietary habits
20661,Fair,100,Fair,Good dietary habits
20662,Fair,90,Fair,Good dietary habits
20663,Good,99,Good,Good dietary habits
20664,Fair,100,Fair,Good dietary habits
20665,Fair,83,Fair,Good dietary habits
20666,Good,79,Good,Good dietary habits
20667,Good,68,Good,Good dietary habits
20668,Good,90,Good,Good dietary habits
20669,Fair,69,Fair,Good dietary habits
20670,Fair,88,Fair,Good dietary habits
20671,Good,100,Good,Good dietary habits
20672,Fair,100,Fair,Good dietary habits
20673,Good,92,Good,Good dietary habits
20674,Fair,71,Fair,Good dietary habits
20675,Fair,95,Fair,Good dietary habits
20676,Good,100,Good,Good dietary habits
20677,Good,100,Good,Good dietary habits
20678,Fair,95,Fair,Good dietary habits
20679,Poor,96,Poor,Improve diet quality
20680,Good,85,Good,Good dietary habits
20681,Fair,100,Fair,Good dietary habits
20682,Good,100,Good,Good dietary habits
20683,Poor,100,Poor,Improve diet quality
20684,Poor,93,Poor,Improve diet quality
20685,Good,68,Good,Good dietary habits
20686,Good,100,Good,Good dietary habits
20687,Fair,100,Fair,Good dietary habits
20688,Fair,89,Fair,Good dietary habits
20689,Fair,97,Fair,Good dietary habits
20690,Fair,100,Fair,Good dietary habits
20691,Good,89,Good,Good dietary habits
20692,Good,82,Good,Good dietary habits
20693,Good,94,Good,Good dietary habits
20694,Good,93,Good,Good dietary habits
20695,Good,77,Good,Good dietary habits
20696,Poor,93,Poor,Improve diet quality
20697,Poor,71,Poor,Improve diet quality
20698,Good,97,Good,Good dietary habits
20699,Good,100,Good,Good dietary habits
20700,Poor,59,Poor,Improve diet quality
20701,Good,100,Good,Good dietary habits
20702,Good,100,Good,Good dietary habits
20703,Fair,63,Fair,Good dietary habits
20704,Good,100,Good,Good dietary habits
20705,Good,100,Good,Good dietary habits
20706,Poor,100,Poor,Improve diet quality
20707,Good,100,Good,Good dietary habits
20708,Fair,100,Fair,Good dietary habits
20709,Good,97,Good,Good dietary habits
20710,Good,75,Good,Good dietary habits
20711,Good,100,Good,Good dietary habits
20712,Fair,77,Fair,Good dietary habits
20713,Good,97,Good,Good dietary habits
20714,Good,75,Good,Good dietary habits
20715,Good,100,Good,Good dietary habits
20716,Poor,88,Poor,Improve diet quality
20717,Good,93,Good,Good dietary habits
20718,Fair,91,Fair,Good dietary habits
20719,Fair,90,Fair,Good dietary habits
20720,Good,72,Good,Good dietary habits
20721,Fair,98,Fair,Good dietary habits
20722,Good,70,Good,Good dietary habits
20723,Fair,100,Fair,Good dietary habits
20724,Fair,100,Fair,Good dietary habits
20725,Fair,84,Fair,Good dietary habits
20726,Poor,78,Poor,Improve diet quality
20727,Poor,84,Poor,Improve diet quality
20728,Fair,70,Fair,Good dietary habits
20729,Good,86,Good,Good dietary habits
20730,Fair,100,Fair,Good dietary habits
20731,Poor,93,Poor,Improve diet quality
20732,Fair,86,Fair,Good dietary habits
20733,Fair,95,Fair,Good dietary habits
20734,Good,97,Good,Good dietary habits
20735,Good,94,Good,Good dietary habits
20736,Good,69,Good,Good dietary habits
20737,Fair,71,Fair,Good dietary habits
20738,Fair,97,Fair,Good dietary habits
20739,Good,96,Good,Good dietary habits
20740,Good,100,Good,Good dietary habits
20741,Poor,100,Poor,Improve diet quality
20742,Good,70,Good,Good dietary habits
20743,Good,100,Good,Good dietary habits
20744,Fair,90,Fair,Good dietary habits
20745,Good,88,Good,Good dietary habits
20746,Good,93,Good,Good dietary habits
20747,Fair,96,Fair,Good dietary habits
